Szczelina przy Bańdziochu,Tatry
Jaskinia Obłazkowa,Tatry
Nyża pod Bańdziochem,Tatry
Dziura pod Smoczą Jamą,Tatry
Jaskinia w Kociołku pod Bańdziochem,Tatry
Dziura pod Raptawicą,Tatry
Szczelina przy Gładkim Żlebie,Tatry
Szczelina w Uwozisku,Tatry
Jaskinia Mysia,Tatry
Schronisko nad Bramą,Tatry
Jaskinia pod Zamkiem,Tatry
Jaskinia Mała pod Zamkiem,Tatry
Szczelina pod Niżnią Zbójnicką Turnią,Tatry
Jaskinia Ziobrowa,Tatry
Jaskinia pod Niżnią Zbójnicką Turnią,Tatry
Mała Szczelina,Tatry
Sokole Okno,Tatry
Jaskinia Wodna pod Raptawicką Turnią,Tatry
Jaskinia Wodna przy Pisanej,Tatry
Jaskinia za Smrekiem,Tatry
Jaskinia Raptawicka,Tatry
Dziura pod Mylną,Tatry
Jaskinia przy Żlebie,Tatry
Dziura nad Mylną,Tatry
Szczelina nad Mylną,Tatry
Dziura nad Jaskinią Raptawicką I,Tatry
Dziura nad Jaskinią Raptawicką II,Tatry
Dzwonnica,Tatry
Groby,Tatry
Jaskinia Poszukiwaczy Skarbów,Tatry
Dziura ze Znakami,Tatry
Jaskinia Wodna pod Pisaną,Tatry
Zamulona Dziura,Tatry
Wyzior,Tatry
Jaskinia pod Jaworem,Tatry
Schron przy Smoczej Jamie,Tatry
Dziura w Ścianie,Tatry
Korytarzyk pod Zamkiem,Tatry
Szczelina nad Żlebem,Tatry
Raptawicki Tunelik,Tatry
Zbójnicki Korytarzyk,Tatry
Gawra,Tatry
Zbójnicka Szczelina,Tatry
Szczelina przy Mostku,Tatry
Dziura nad Głazem,Tatry
Jaskinia Jagnięca,Tatry
Nyża nad Ziobrową,Tatry
Nyża za Załomem,Tatry
Szczelina nad Ponorem,Tatry
Jaskinia Skoruszowa,Tatry
Szczelina pod Smoczą Jamą,Tatry
Radkowa Dziura I,Tatry
Jaskinia przy Perci,Tatry
Radkowa Dziura II,Tatry
Jaskinia nad Arkadą,Tatry
Szczelina przy Arkadzie,Tatry
Arkada,Tatry
Żeleźniakowa Brama,Tatry
Szczelina w Głębowcu,Tatry
Jaskinia Owcza,Tatry
Zasłonięta Szczelina,Tatry
Omszała Szczelina w Żeleźniaku,Tatry
Płaska Komórka w Żeleźniaku,Tatry
Szczelina na Grzędzie,Tatry
Wnęka na Grzędzie,Tatry
Szczelina w Żlebie z Bramką II,Tatry
Schron pod Tunelem,Tatry
Tunel w Żlebie z Bramką,Tatry
Jaskinia pod Bramką,Tatry
Szczelina w Żlebie z Bramką I,Tatry
Meanderek nad Mylną,Tatry
Nyża przed Bramą,Tatry
Nyża w Smytniej,Tatry
Krakowskie Okno,Tatry
Jaskinia pod Oknem,Tatry
Jaskinia z Konkrecjami Niżnia,Tatry
Dziura z Konkrecjami Wyżnia,Tatry
Korytarzyk pod Jagnięcą,Tatry
Jaskinia Czarna,Tatry
Świstowa Szczelina,Tatry
Dziura pod Arkadą,Tatry
Studnia w Małej Świstówce,Tatry
Żółta Dziura,Tatry
Dziura nad Studnią,Tatry
Piwniczka,Tatry
Dziura nad Zachodem,Tatry
Ciasna Szczelina,Tatry
Mała Komora,Tatry
Dziura nad Zachodem Wyżnia,Tatry
Dziura na Półce,Tatry
Schron pod Owczą I,Tatry
Schron pod Owczą II,Tatry
Piwnica Miętusia,Tatry
Dudzia Dziura,Tatry
Ukryty Schron,Tatry
Jaskinia Pajęcza,Tatry
Schron z Napisami,Tatry
Schron przy Arkadzie,Tatry
Dziura w Ździarach,Tatry
Nyża w Ździarach,Tatry
Szczelina w Ratuszu,Tatry
Jaworowa Szczelina,Tatry
Studnia w Dziurawem,Tatry
Komin w Ratuszu,Tatry
Jaskinia w Szerokiem,Tatry
Jaskinia Marmurowa,Tatry
Ptasia Studnia,Tatry
Jaskinia nad Dachem,Tatry
Jaskinia Lodowa Litworowa,Tatry
Jaskinia nad Piargiem,Tatry
Jaskinia pod Dachem,Tatry
Jaskinia Kozia,Tatry
Dziura nad Żlebem,Tatry
Studnia w Kazalnicy,Tatry
Żółty Schron,Tatry
Studnia za Murem,Tatry
Nisza nad Żółtą Dziurą,Tatry
Zielone Kominy,Tatry
Spękana Szczelina,Tatry
Dwuotworowa Szczelina,Tatry
Jaskinia pod Wierchem,Tatry
Schron w Upłazkowej Turni,Tatry
Jaskinia Lodowa Mułowa,Tatry
Korytarz nad Dziurawem,Tatry
Studnia w Progu Mułowym,Tatry
Omszała Szczelina,Tatry
Korytarz nad Piargiem,Tatry
Jaskinia przy Progu Mułowym,Tatry
Jaskinia Mała w Mułowej,Tatry
Schron nad Kominami,Tatry
Jaskinia Barania,Tatry
Schron z Balkonem,Tatry
Dziura w Progu Litworowym,Tatry
Schrony nad Okapami,Tatry
Szczelina w Ratuszu Miętusim,Tatry
Jaskinia za Płytą,Tatry
Dziura w Kominie,Tatry
Jaskinia przy Grzędzie,Tatry
Zawaliskowy Korytarz,Tatry
Jasiowa Dziura,Tatry
Jaskinia Lodowa w Twardych Spadach,Tatry
Dziura nad Szlakiem,Tatry
Jaskinia za Zaciskiem,Tatry
Jaskinia za Ratuszem Śnieżna,Tatry
Jaskinia Lejbusiowa,Tatry
Jaskinia za Ratuszem Szeroka,Tatry
Jaskinia za Ratuszem Owalna,Tatry
Zimny Aven,Tatry
Harnasiowa Szczelina,Tatry
Krucha Szczelina,Tatry
Szczelina na Drodze Steckiego,Tatry
Górne Kominy,Tatry
Szczelina w Progu Mułowym,Tatry
Schron przy Studni,Tatry
Jaskinia Lodowa Miętusia,Tatry
Jaskinia Turoniowa,Tatry
Śnieżny Awen,Tatry
Kobylarzowa Szczelina,Tatry
Komin w Kazalnicy Miętusiej,Tatry
Schron w Progu Mułowym,Tatry
Dziura pod Ratuszem,Tatry
Bliźniaczy Komin,Tatry
Schron pod Twardymi Spadami,Tatry
Nisza w Kobylarzowej Turni,Tatry
Wciągająca Szczelina,Tatry
Schron w Dolinie Litworowej,Tatry
Niebieska Studnia,Tatry
Nyża pod Schronem w Dolinie Litworowej,Tatry
Jaskinia pod Wantą,Tatry
Dziura Małołącka Mała,Tatry
Jaskinia Małołącka,Tatry
Jaskinia Śnieżna Studnia,Tatry
Jaskinia nad Lodową Litworową,Tatry
Dolny Lej,Tatry
Szczelina za Płytą,Tatry
Jaskinia z Dolomitami,Tatry
Studzienka za Ratuszem,Tatry
Jaskinia pod Śnieżną Studnią,Tatry
Szczelina nad Ptasią,Tatry
Dziurka w Trawce,Tatry
Jaskinia Wyżnia Litworowa,Tatry
Dziura w Grzędzie II,Tatry
Dziura w Grzędzie I,Tatry
Jaskinia Omszała,Tatry
Jaskinia Ciasna w Groniu,Tatry
Kominek obok Ciasnej w Groniu,Tatry
Nyża pod Ratuszem,Tatry
Dziura pod Żródłem Ratusz,Tatry
Szczelina nad Strzelistą,Tatry
Dziura w Wantach,Tatry
Jaskinia Mała Zaruskiego,Tatry
Jaskinia Trójkątna,Tatry
Awen w Ratuszu,Tatry
Ukryta Dziura,Tatry
Studnia z Kosówką,Tatry
Królicza Jama,Tatry
Średni Lej,Tatry
Świstowa Studnia,Tatry
Awen z Korkiem Śnieżnym,Tatry
Jaskinia pod Strzelistą,Tatry
Jaskinia Strzelista,Tatry
Komora Gwiaździsta,Tatry
Jaskinia w Wielkiej Turni,Tatry
Dziura pod Świstową Studnią,Tatry
Wilczy Schron,Tatry
Górny Lej,Tatry
Jaskinia przy Przechodzie,Tatry
Mnichowa Studnia Wyżnia,Tatry
Studnia przy Przechodzie,Tatry
Dziura w Litworowej,Tatry
Zaspałkowa Szczelina,Tatry
Jaskinia w Trawie,Tatry
Jaskinia przy Ryglu,Tatry
Jaskinia Pomarańczarnia,Tatry
Jędrusiowa Dziura,Tatry
Jaskinia przy Jędrusiowej Dziurze,Tatry
Schron pod Jędrusiową Dziurą,Tatry
Chuda Mnichowa Studnia,Tatry
Szczelina nad Wielką Litworową,Tatry
Mała Mnichowa Studzienka,Tatry
Studnia na Szlaku,Tatry
Szczelina w Litworowej,Tatry
Jaskinia w Kobylarzowym Żlebie,Tatry
Koprowa Studnia,Tatry
Szara Studnia,Tatry
Bliźniacza Studnia,Tatry
Szczelina w Pośredniej Turni,Tatry
Szuflada Dolna,Tatry
Mnichowa Studnia,Tatry
Szuflada Górna,Tatry
Jaskinia pod Progiem,Tatry
Jaskinia w Trawniczku,Tatry
Dziura pod Siodełkiem,Tatry
Dziurka nad Piargiem,Tatry
Dziura w Czerwonym Grzbiecie,Tatry
Mokry Schron,Tatry
Jaskinia Zośka,Tatry
Zagonna Studnia,Tatry
Jaskinia za Mnichem,Tatry
Duży Schron,Tatry
Zawalony Schron,Tatry
Szczelina nad Dziurą w Wantach I,Tatry
Szczelina nad Dziurą w Wantach II,Tatry
Maćkowa Dziura,Tatry
Nyża pod Wielką Turnią,Tatry
Nyża w Baranich Schodkach I,Tatry
Nyża w Baranich Schodkach II,Tatry
Komórka przy Średnim Leju,Tatry
Czerwona Studzienka,Tatry
Łamana Dziura,Tatry
Dziura przy Lodowej Małołąckiej I,Tatry
Szczelina Mnichowa,Tatry
Szczelina w Mnichowych Turniach II,Tatry
Szczelina w Mnichowych Turniach I,Tatry
Dziura Mnichowa Mała,Tatry
Dziura przy Lodowej Małołąckiej II,Tatry
Dziura przy Lodowej Małołąckiej III,Tatry
Dziura pod Lodową Małołącką I,Tatry
Zaspałkowa Szpara,Tatry
Jaskinia w Piekle,Tatry
Jaskinia Lodowa Małołącka,Tatry
Jaskinia Kondracka,Tatry
Dziura pod Lodową Małołącką II,Tatry
Dziura przy Piargu,Tatry
Szczelina w Kopie,Tatry
Kominki w Panienkach Smytniańskich,Tatry
Szczelina w Panienkach Smytniańskich,Tatry
Jaskinia Przeziorowa,Tatry
Szczelina w Ścianie,Tatry
Jaskinia w Żarze,Tatry
Dziura za Modrzewiami,Tatry
Jaskinia Psia,Tatry
Krakowska Piwnica,Tatry
Jaskinia Piarżysta,Tatry
Jaskinia Zakosista,Tatry
Dziura pod Smrekiem,Tatry
Jaskinia Ciasna,Tatry
Jaskinia Dwuotworowa Krakowska,Tatry
Trójkątny Schron,Tatry
Koliby,Tatry
Dziura pod Wantą,Tatry
Jaskinia Wołoszyńska Wyżnia,Tatry
Jaskinia pod Okapem,Tatry
Jaskinia Wołoszyńska Niżnia,Tatry
Jaskinia Wysoka,Tatry
Studzienka w Ciemniaku,Tatry
Jaskinia za Siedmiu Progami,Tatry
Jaskinia Pośrednia,Tatry
Dziura w Krzesanicy I,Tatry
Schron przy Zakosistej,Tatry
Szczelina w Krzesanicy I,Tatry
Szczelina w Krzesanicy II,Tatry
Szczelina w Krzesanicy III,Tatry
Dziura w Krzesanicy II,Tatry
Schron z Watrą,Tatry
Szczelina w Ciemniaku,Tatry
Dziura w Ciemniaku,Tatry
Ósemka,Tatry
Jaskinia z Mostami,Tatry
Litworowa Studnia,Tatry
Wyżnia Szczelina w Zadnim Kościelcu,Tatry
Jaskinia Hakowa,Tatry
Dziura nad Trawiastym Progiem,Tatry
Jaskinia Gankowa,Tatry
Krasowa Nisza,Tatry
Gruzowa Dziura,Tatry
Ptasi Schron,Tatry
Mokra Szczelina,Tatry
Korytarzyk w Żlebie Niedźwiedź,Tatry
Dziura w Wielkiej Turni,Tatry
Szczelina pod Gankową I,Tatry
Szczelina pod Gankową II,Tatry
Szczelina pod Gankową III,Tatry
Szczelina w Zadnim Kościelcu,Tatry
Schron w Zadnim Kościelcu,Tatry
Schron przy Źródle,Tatry
Dziura nad Nową Roztoką,Tatry
Dziura nad Roztoką,Tatry
Świnicka Koleba,Tatry
Świnicka Koleba Niżnia,Tatry
Jaskinia Lodowa w Ciemniaku,Tatry
Dziura w Miedzianym Kosturze I,Tatry
Cubryńska Dziura II,Tatry
Dziura w Miedzianym Kosturze II,Tatry
Szczelina nad Lodową,Tatry
Jaskinia Lodowa Krakowska,Tatry
Śnieżna Szczelina,Tatry
Lustrzana Szczelina,Tatry
Kozi Schron,Tatry
Studnia Kuturniańska,Tatry
Schron przy Studni Kuturniańskiej,Tatry
Jaskinia Zawaliskowa w Szerokiem,Tatry
Kamienista Szczelina,Tatry
Dziura w Żabiem,Tatry
Szczelina pod Lodową,Tatry
Jaskinia Żabia Lodowa,Tatry
Szczelina w Tomanowym Grzbiecie I,Tatry
Wielka Żabia Szpara,Tatry
Szczelina w Tomanowym Grzbiecie II,Tatry
Szczelina w Tomanowym Grzbiecie III,Tatry
Mała Żabia Szpara,Tatry
Szczelina w Tomanowym Grzbiecie IV,Tatry
Studnia w Dziurawej Czubie,Tatry
Szczelina w Tomanowym Grzbiecie V,Tatry
Szczelina w Tomanowym Grzbiecie VI,Tatry
Mnichowy Komin,Tatry
Dziura nad Zawaliskiem,Tatry
Studnia przy Mnichowym Kominie,Tatry
Dziura pod Zawaliskiem,Tatry
Dziura w Wysokim Grzbiecie,Tatry
Jaskinia przy Studni w Mnichu,Tatry
Studnia w Mnichu,Tatry
Cubryńska Dziura I,Tatry
Grota Świętej Genowefy,Wyżyna Śląsko-Krakowska
Cubryńska Dziura III,Tatry
Szpara pod Rysami,Tatry
Jaskinia Jaszczurowska Wodna,Tatry
Jaskinia w Kamieniołomie Daneckich Zachodnia,Wyżyna Śląsko-Krakowska
Jaskinia w Kamieniołomie Daneckich Wschodnia,Wyżyna Śląsko-Krakowska
Jaskinia za Kratą,Wyżyna Śląsko-Krakowska
Jaskinia Mała,Wyżyna Śląsko-Krakowska
Jaskinia Draba,Wyżyna Śląsko-Krakowska
Jaskinia Niespodzianka,Wyżyna Śląsko-Krakowska
Jaskinia Zanokcica,Wyżyna Śląsko-Krakowska
Jaskinia Stalagmitowa,Wyżyna Śląsko-Krakowska
Jaskinia Dwuwylotowa,Wyżyna Śląsko-Krakowska
Szpaciarnia II na Górze Zelce,Wyżyna Śląsko-Krakowska
Szpaciarnia III na Górze Zelce,Wyżyna Śląsko-Krakowska
Jaskinia w Lisowicach,Wyżyna Śląsko-Krakowska
Jaskinia Marcina,Wyżyna Śląsko-Krakowska
Jaskinia na Górze Kaplicznej Zachodnia,Wyżyna Śląsko-Krakowska
Jaskinia na Górze Kaplicznej Wschodnia,Wyżyna Śląsko-Krakowska
Jaskinia Mariusza II,Wyżyna Śląsko-Krakowska
Jaskinia Mariusza I,Wyżyna Śląsko-Krakowska
Jaskinia Ewy,Wyżyna Śląsko-Krakowska
Jaskinia na Górze Draby,Wyżyna Śląsko-Krakowska
Jaskinia Szachownica II,Wyżyna Śląsko-Krakowska
Jaskinia Szachownica I,Wyżyna Śląsko-Krakowska
Jaskinia Szachownica IV,Wyżyna Śląsko-Krakowska
Jaskinia Szachownica III,Wyżyna Śląsko-Krakowska
Jaskinia Szachownica VI,Wyżyna Śląsko-Krakowska
Jaskinia Kitajka,Wyżyna Śląsko-Krakowska
Szczelina z Uskokiem,Wyżyna Śląsko-Krakowska
Jaskinia w Kamieniołomie w Rębielskiej Górze,Wyżyna Śląsko-Krakowska
Jaskinia Krucha Sala,Wyżyna Śląsko-Krakowska
Jaskinia Północna na Rębielskiej Górze,Wyżyna Śląsko-Krakowska
Jaskinia za Wantami w Rębielskiej Górze,Wyżyna Śląsko-Krakowska
Jaskinia w Wilkowiecku Zachodnia,Wyżyna Śląsko-Krakowska
Jaskinia w Wilkowiecku Wschodnia,Wyżyna Śląsko-Krakowska
Jaskinia pod Skipirzepą,Wyżyna Śląsko-Krakowska
Jaskinia Katarowa,Wyżyna Śląsko-Krakowska
Jaskinia Szeptunów,Wyżyna Śląsko-Krakowska
Jaskinia w Kamieniu,Wyżyna Śląsko-Krakowska
Jaskinia w Balikowej Skale,Wyżyna Śląsko-Krakowska
"Jaskinie ""A"", ""B"", ""C""",Wyżyna Śląsko-Krakowska
Jaskinia Rudnickiego,Wyżyna Śląsko-Krakowska
Jaskinia w Zalesiakach 1,Wyżyna Śląsko-Krakowska
Jaskinia w Zalesiakach 2,Wyżyna Śląsko-Krakowska
Jaskinia w Zalesiakach 3,Wyżyna Śląsko-Krakowska
Jaskinia w Zalesiakach 4,Wyżyna Śląsko-Krakowska
Jaskinia w Zalesiakach 5,Wyżyna Śląsko-Krakowska
Jaskinia w Zalesiakach 6,Wyżyna Śląsko-Krakowska
Jaskinia Blokowisko,Wyżyna Śląsko-Krakowska
"Jaskinia w kamieniołomie ""Trawertyn""",Wyżyna Śląsko-Krakowska
Jaskinia Buki,Wyżyna Śląsko-Krakowska
Jaskinia Młynki,Wyżyna Śląsko-Krakowska
Jaskinia Szachownica V,Wyżyna Śląsko-Krakowska
Jaskinia nad Kamieniołomem,Wyżyna Śląsko-Krakowska
Schronisko na Górze Rębielskiej,Wyżyna Śląsko-Krakowska
"Jaskinia ""A""",Wyżyna Śląsko-Krakowska
"Jaskinia ""B""",Wyżyna Śląsko-Krakowska
Jaskinia Opatowska,Wyżyna Śląsko-Krakowska
Jaskinia w Kurzelowie,Wyżyna Śląsko-Krakowska
Jaskinia w Kłobucku,Wyżyna Śląsko-Krakowska
Arkada za Matką Boską,Wyżyna Śląsko-Krakowska
Jaskinia Ukryta,Wyżyna Śląsko-Krakowska
Okap pod Ukrytą,Wyżyna Śląsko-Krakowska
Korytarzyk w górze Doliny Kobylańskiej,Wyżyna Śląsko-Krakowska
Schronisko nad Odrą,Wyżyna Śląsko-Krakowska
Schronisko w Tarnowie VI,Wyżyna Śląsko-Krakowska
Schronisko Otmickie I,Wyżyna Śląsko-Krakowska
Schronisko Otmickie II,Wyżyna Śląsko-Krakowska
Schronisko Otmickie III,Wyżyna Śląsko-Krakowska
Schronisko Otmickie IV,Wyżyna Śląsko-Krakowska
Jaskinia Chełmska,Wyżyna Śląsko-Krakowska
Schronisko w Rezerwacie,Wyżyna Śląsko-Krakowska
Schronisko Kościste,Wyżyna Śląsko-Krakowska
Schronisko Strzelce I,Wyżyna Śląsko-Krakowska
Jaskinia Strzelecka,Wyżyna Śląsko-Krakowska
Schronisko Strzelce V,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku I,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku II,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku III,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku IV,Wyżyna Śląsko-Krakowska
Szczelina z Różą,Wyżyna Śląsko-Krakowska
Jaskinia w Szczepanku V,Wyżyna Śląsko-Krakowska
Grotka w Kominie,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku VI,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku VII,Wyżyna Śląsko-Krakowska
Jaskinia Kowalskiego,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku VIII,Wyżyna Śląsko-Krakowska
Komórka w Pochyłej Turni,Wyżyna Śląsko-Krakowska
Okap w Przerwanym Kominie,Wyżyna Śląsko-Krakowska
Schronisko nad Źródłem I,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku IX,Wyżyna Śląsko-Krakowska
Okap z Ośmiornicą,Wyżyna Śląsko-Krakowska
Schronisko w Szczepanku X,Wyżyna Śląsko-Krakowska
Komórka z Liśćmi,Wyżyna Śląsko-Krakowska
Jaskinia Lisia,Wyżyna Śląsko-Krakowska
Schronisko w Napłatkach I,Wyżyna Śląsko-Krakowska
Jaskinia w górze Doliny Kobylańskiej,Wyżyna Śląsko-Krakowska
Schronisko w Napłatkach II,Wyżyna Śląsko-Krakowska
Schronisko Środkowe,Wyżyna Śląsko-Krakowska
Szczelina w górze Doliny Kobylańskiej,Wyżyna Śląsko-Krakowska
Schronisko Wysokie,Wyżyna Śląsko-Krakowska
Schronisko Krótkie,Wyżyna Śląsko-Krakowska
Tunel Blachowicki,Wyżyna Śląsko-Krakowska
Jaskinia na Blachówce,Wyżyna Śląsko-Krakowska
Lisi Korytarzyk,Wyżyna Śląsko-Krakowska
Schronisko w Bobrownikach,Wyżyna Śląsko-Krakowska
Pojedyncza Koliba,Wyżyna Śląsko-Krakowska
Schronisko Triasowe I,Wyżyna Śląsko-Krakowska
Szczelina z Korzeniem,Wyżyna Śląsko-Krakowska
Schronisko Triasowe II,Wyżyna Śląsko-Krakowska
Koleba pod Jastrzębią,Wyżyna Śląsko-Krakowska
Jaskinia Skora,Wyżyna Śląsko-Krakowska
Ząbkowicki Kominek,Wyżyna Śląsko-Krakowska
Koleba w Szerokiej Turni,Wyżyna Śląsko-Krakowska
Szczelina za Szerokim Murem,Wyżyna Śląsko-Krakowska
Jaskinia w Triasowej Górze,Wyżyna Śląsko-Krakowska
Nyża w Szerokim Murze,Wyżyna Śląsko-Krakowska
Zakos przez Sępią Basztą,Wyżyna Śląsko-Krakowska
Schronisko przy Jaskini w Triasowej Górze,Wyżyna Śląsko-Krakowska
Zakos w Jastrzębiej,Wyżyna Śląsko-Krakowska
Księżycowa Dziura,Wyżyna Śląsko-Krakowska
Łuk Skalny,Wyżyna Śląsko-Krakowska
Schron z Niespodzianką,Wyżyna Śląsko-Krakowska
Szczelina w Kobylańskiej I,Wyżyna Śląsko-Krakowska
Kobylańska Koleba,Wyżyna Śląsko-Krakowska
Schronisko w Sławkowie I,Wyżyna Śląsko-Krakowska
Schronisko w Sławkowie II,Wyżyna Śląsko-Krakowska
Schronisko w Sławkowie III,Wyżyna Śląsko-Krakowska
Schronisko w Laskach,Wyżyna Śląsko-Krakowska
Schronisko w Ujkowie Starym I,Wyżyna Śląsko-Krakowska
Schronisko w Ujkowie Starym II,Wyżyna Śląsko-Krakowska
Jaskinia w Diablej Górze,Wyżyna Śląsko-Krakowska
Szczelina w Kobylańskiej II,Wyżyna Śląsko-Krakowska
Schron pod Kominem,Wyżyna Śląsko-Krakowska
Schron na Rogu I,Wyżyna Śląsko-Krakowska
Schron na Rogu II,Wyżyna Śląsko-Krakowska
Schronisko na Kawcu,Wyżyna Śląsko-Krakowska
Korytarzyk za Wronią,Wyżyna Śląsko-Krakowska
Rura za Wronią,Wyżyna Śląsko-Krakowska
Szczelina za Wronią,Wyżyna Śląsko-Krakowska
Jaskinia Moherowych Beretów,Wyżyna Śląsko-Krakowska
Jaskinia Naciekowa na Kijowej Górze,Wyżyna Śląsko-Krakowska
Schronisko Geotermalne,Wyżyna Śląsko-Krakowska
Schronisko Sauna,Wyżyna Śląsko-Krakowska
Schronisko Myte,Wyżyna Śląsko-Krakowska
Szczelina we Wroniej,Wyżyna Śląsko-Krakowska
Tunelik Kijowski,Wyżyna Śląsko-Krakowska
Schronisko w Dolinie Kobylańskiej,Wyżyna Śląsko-Krakowska
Schronisko pod Ścieżką,Wyżyna Śląsko-Krakowska
Schronisko Ostatnie,Wyżyna Śląsko-Krakowska
Korytarz pod Wronią,Wyżyna Śląsko-Krakowska
Koleba za Wronią,Wyżyna Śląsko-Krakowska
Ponura Szczelina,Wyżyna Śląsko-Krakowska
Schronisko w Dąbiu I,Wyżyna Śląsko-Krakowska
Szczelina za Architektami,Wyżyna Śląsko-Krakowska
Schronisko w Dąbiu II,Wyżyna Śląsko-Krakowska
Schronisko w Dąbiu III,Wyżyna Śląsko-Krakowska
Piwnica w Pieninkach,Wyżyna Śląsko-Krakowska
Schronisko Mysie,Wyżyna Śląsko-Krakowska
Komin w środku Doliny,Wyżyna Śląsko-Krakowska
Korytarzyk obok Komina w Środku Doliny,Wyżyna Śląsko-Krakowska
Meanderek,Wyżyna Śląsko-Krakowska
Rura w Środku Doliny,Wyżyna Śląsko-Krakowska
Schronisko w Glinnej I,Wyżyna Śląsko-Krakowska
Okap w Środku Doliny,Wyżyna Śląsko-Krakowska
Schronisko w Glinnej II,Wyżyna Śląsko-Krakowska
Schronisko w Glinnej III,Wyżyna Śląsko-Krakowska
Szczelina w Środku Doliny,Wyżyna Śląsko-Krakowska
Schronisko w Czyżówce I,Wyżyna Śląsko-Krakowska
Schron za Tarasową Turnią,Wyżyna Śląsko-Krakowska
Schronisko w Czyżówce II,Wyżyna Śląsko-Krakowska
Schron w Wąwozie do Karniowic,Wyżyna Śląsko-Krakowska
Schronisko w Kamieniołomie w Pogorzycach,Wyżyna Śląsko-Krakowska
Schronisko w Skałce w Bolęcinie I,Wyżyna Śląsko-Krakowska
Schron z Filarkiem,Wyżyna Śląsko-Krakowska
Schronisko w Skałce w Bolęcinie II,Wyżyna Śląsko-Krakowska
Okap za Kruchą Turnią,Wyżyna Śląsko-Krakowska
Szczelina w Kruchej Turni,Wyżyna Śląsko-Krakowska
Okrętowe Okno I,Wyżyna Śląsko-Krakowska
Okrętowe Okno II,Wyżyna Śląsko-Krakowska
Dziura w Rufie,Wyżyna Śląsko-Krakowska
Okap pod Okrętem,Wyżyna Śląsko-Krakowska
Jaskinia w Żyrowej,Wyżyna Śląsko-Krakowska
Schronisko w Tarnowie I,Wyżyna Śląsko-Krakowska
Schronisko w Tarnowie II,Wyżyna Śląsko-Krakowska
Schronisko w Tarnowie III,Wyżyna Śląsko-Krakowska
Schronisko w Tarnowie IV,Wyżyna Śląsko-Krakowska
Schronisko w Tarnowie V,Wyżyna Śląsko-Krakowska
Studnia Tarnowie VII,Wyżyna Śląsko-Krakowska
Schronisko Strzelce II,Wyżyna Śląsko-Krakowska
Schronisko Strzelce III,Wyżyna Śląsko-Krakowska
Schronisko w Pogorzycach,Wyżyna Śląsko-Krakowska
Schronisko w Łączkach I,Wyżyna Śląsko-Krakowska
Schronisko w Łączkach II,Wyżyna Śląsko-Krakowska
Schronisko w Łączkach III,Wyżyna Śląsko-Krakowska
Jaskinia na Łączkach,Wyżyna Śląsko-Krakowska
Schronisko nad Jaskinią na Łączkach,Wyżyna Śląsko-Krakowska
Lej na Łączkach,Wyżyna Śląsko-Krakowska
Jaskinia na Łączkach Górna,Wyżyna Śląsko-Krakowska
Korytarz nad Stawami,Wyżyna Śląsko-Krakowska
Jaskinia nad Stawami,Wyżyna Śląsko-Krakowska
Krucha Szczelina,Wyżyna Śląsko-Krakowska
Jaskinia w Leju,Wyżyna Śląsko-Krakowska
Jaskinia Bojowa,Wyżyna Śląsko-Krakowska
Jaskinia nad Szańcem,Wyżyna Śląsko-Krakowska
Schronisko powyżej Jaskini nad Szańcem,Wyżyna Śląsko-Krakowska
Tunel nad Bramą Będkowską,Wyżyna Śląsko-Krakowska
Tunel za Iglicą w Wąwozie za Bramą Będkowską,Wyżyna Śląsko-Krakowska
Schronisko nad Bramą Będkowską,Wyżyna Śląsko-Krakowska
Schronisko w Bramie Będkowskiej,Wyżyna Śląsko-Krakowska
Schronisko poniżej Sokolej Skały,Wyżyna Śląsko-Krakowska
Jaskinia w Sokolicy,Wyżyna Śląsko-Krakowska
Schronisko w Łazach,Wyżyna Śląsko-Krakowska
Schronisko w Diablej Bramie,Wyżyna Śląsko-Krakowska
Jaskinia nad Diablą Bramą,Wyżyna Śląsko-Krakowska
Schronisko Dolne nad Źródłem,Wyżyna Śląsko-Krakowska
Schronisko Górne nad Żródłem,Wyżyna Śląsko-Krakowska
Jaskinia Dziewicza,Wyżyna Śląsko-Krakowska
Korytarz pod Okrętem,Wyżyna Śląsko-Krakowska
Jaskinia Małotowa,Wyżyna Śląsko-Krakowska
Szczelina w Żłobistej Turni,Wyżyna Śląsko-Krakowska
Jaskinia w Żłobistej Turni,Wyżyna Śląsko-Krakowska
Szczelina nad Jaskinią w Żłobistej,Wyżyna Śląsko-Krakowska
Schronisko Wielka Strąka,Wyżyna Śląsko-Krakowska
Jaskinia Wielka Strąka,Wyżyna Śląsko-Krakowska
Okap w Rozwalistej Turni,Wyżyna Śląsko-Krakowska
Dziupla w Rozwalistej Turni,Wyżyna Śląsko-Krakowska
Szczelina w Rozwalistej Turni,Wyżyna Śląsko-Krakowska
Jaskinia Duża Sowa,Wyżyna Śląsko-Krakowska
Studnia w Leju,Wyżyna Śląsko-Krakowska
